ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7934748,HT167007,02/17/2011 06:00:00 PM,060XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,CTA BUS STOP,false,false,0313,003,20,42,08B,1182602,1865223,2011,02/10/2018 03:50:01 PM,41.785382782,-87.606036627,"(41.785382782, -87.606036627)"
8011559,HT243569,04/10/2011 02:00:00 AM,061XX S DORCHESTER AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0314,003,20,42,08B,1186593,1864659,2011,02/10/2018 03:50:01 PM,41.78374155,-87.591421853,"(41.78374155, -87.591421853)"
7981740,HT214036,03/21/2011 10:17:00 PM,014XX E HYDE PARK BLVD,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,2132,002,4,39,03,1186898,1871476,2011,02/10/2018 03:50:01 PM,41.802440691,-87.590087547,"(41.802440691, -87.590087547)"
7976970,HT208748,02/18/2011 03:00:00 PM,051XX S LAKE PARK AVE,0460,BATTERY,SIMPLE,CTA BUS,false,false,2132,002,4,41,08B,1187536,1871363,2011,02/10/2018 03:50:01 PM,41.802115448,-87.58775136,"(41.802115448, -87.58775136)"
8051172,HT282603,05/06/2011 01:30:00 PM,052XX S BLACKSTONE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2132,002,4,41,03,1186801,1870797,2011,02/10/2018 03:50:01 PM,41.800579767,-87.590464804,"(41.800579767, -87.590464804)"
7931009,HT163946,02/15/2011 08:23:00 PM,061XX S COTTAGE GROVE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0313,003,20,42,04B,1182617,1864574,2011,02/10/2018 03:50:01 PM,41.783601519,-87.606001759,"(41.783601519, -87.606001759)"
7923359,HT154767,02/07/2011 01:30:00 PM,054XX S DREXEL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,2131,002,5,41,04A,1183152,1869693,2011,02/10/2018 03:50:01 PM,41.79763606,-87.603881043,"(41.79763606, -87.603881043)"
7937500,HT168588,02/18/2011 06:00:00 PM,054XX S MARYLAND AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2131,002,5,41,03,1182834,1869354,2011,02/10/2018 03:50:01 PM,41.796713215,-87.605057716,"(41.796713215, -87.605057716)"
8004569,HT236389,04/06/2011 12:05:00 AM,016XX E HYDE PARK BLVD,0330,ROBBERY,AGGRAVATED,STREET,false,false,2132,002,4,41,03,1187962,1871506,2011,02/10/2018 03:50:01 PM,41.802497699,-87.58618451,"(41.802497699, -87.58618451)"
7928553,HT161519,02/14/2011 11:20:00 AM,061XX S ELLIS AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0314,003,20,42,03,1183944,1864590,2011,02/10/2018 03:50:01 PM,41.783614519,-87.601136069,"(41.783614519, -87.601136069)"
8025578,HT256776,04/19/2011 01:25:00 PM,058XX S ELLIS AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2133,002,5,41,08B,1183896,1866576,2011,02/10/2018 03:50:01 PM,41.789065396,-87.601250054,"(41.789065396, -87.601250054)"
7920522,HT151855,02/07/2011 09:45:00 PM,009XX E 62ND ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0313,003,20,42,03,1183127,1864097,2011,02/10/2018 03:50:01 PM,41.782280735,-87.604146772,"(41.782280735, -87.604146772)"
8078272,HT311428,05/24/2011 12:55:00 AM,058XX S WOODLAWN AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,true,false,2133,002,5,41,03,1185217,1866625,2011,02/04/2016 06:33:39 AM,41.789168887,-87.596404915,"(41.789168887, -87.596404915)"
8099677,HT334427,06/07/2011 12:20:00 AM,061XX S KIMBARK AVE,0460,BATTERY,SIMPLE,STREET,false,false,0314,003,20,42,08B,1185698,1864490,2011,02/10/2018 03:50:01 PM,41.783298944,-87.594708522,"(41.783298944, -87.594708522)"
8083472,HT316163,05/26/2011 07:44:00 PM,015XX E 62ND ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0314,003,5,42,04B,1187713,1864363,2011,02/04/2016 06:33:39 AM,41.782902711,-87.587325007,"(41.782902711, -87.587325007)"
8006023,HT237413,04/06/2011 04:42:00 PM,013XX E HYDE PARK BLVD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,true,false,2124,002,4,39,04A,1185643,1871447,2011,02/10/2018 03:50:01 PM,41.8023908,-87.594691016,"(41.8023908, -87.594691016)"
8086140,HT319327,05/28/2011 07:23:00 PM,060XX S COTTAGE GROVE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0313,003,20,42,04B,1182602,1865196,2011,02/04/2016 06:33:39 AM,41.785308691,-87.606037464,"(41.785308691, -87.606037464)"
7920486,HT151875,02/07/2011 03:00:00 PM,062XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0314,003,5,42,08A,1187940,1864073,2011,02/04/2016 06:33:39 AM,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
8044980,HT219949,03/25/2011 08:45:00 PM,015XX E 61ST ST,0460,BATTERY,SIMPLE,STREET,false,false,0314,003,5,42,08B,1187664,1864701,2011,02/10/2018 03:50:01 PM,41.783831376,-87.587493905,"(41.783831376, -87.587493905)"
8075387,HT308003,05/22/2011 02:40:00 AM,056XX S LAKE SHORE DR NB,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,PARK PROPERTY,false,false,0331,003,5,41,04B,1189637,1868060,2011,02/04/2016 06:33:39 AM,41.793001524,-87.580152401,"(41.793001524, -87.580152401)"
8112260,HT347359,06/10/2011 10:00:00 PM,055XX S LAKE PARK AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,false,false,2132,002,5,41,03,1187594,1868671,2011,02/10/2018 03:50:01 PM,41.794727026,-87.587624299,"(41.794727026, -87.587624299)"
8002902,HT230355,04/02/2011 04:10:00 AM,009XX E 52ND ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2124,002,4,41,03,1183577,1870871,2011,02/10/2018 03:50:01 PM,41.80085868,-87.602285783,"(41.80085868, -87.602285783)"
7928875,HT161504,02/11/2011 03:30:00 PM,015XX E HYDE PARK BLVD,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,2132,002,4,41,08B,1187345,1871490,2011,02/10/2018 03:50:01 PM,41.802468489,-87.588447787,"(41.802468489, -87.588447787)"
7927700,HT160381,02/13/2011 02:44:00 PM,060XX S KIMBARK AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2133,002,20,42,03,1185683,1865324,2011,02/10/2018 03:50:01 PM,41.785587863,-87.59473725,"(41.785587863, -87.59473725)"
8104644,HT339086,06/09/2011 05:00:00 PM,060XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,CTA TRAIN,false,false,0313,003,20,42,08B,1182602,1865237,2011,02/10/2018 03:50:01 PM,41.785421199,-87.606036193,"(41.785421199, -87.606036193)"
8124855,HT348470,06/15/2011 01:02:21 PM,051XX S BLACKSTONE AVE,0460,BATTERY,SIMPLE,STREET,false,false,2124,002,4,41,08B,1186787,1871342,2011,02/10/2018 03:50:01 PM,41.802075618,-87.590498872,"(41.802075618, -87.590498872)"
8079416,HT303797,05/19/2011 05:15:00 PM,052XX S DORCHESTER AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2131,002,4,41,03,1186434,1870783,2011,02/10/2018 03:50:01 PM,41.800550046,-87.591811133,"(41.800550046, -87.591811133)"
8086219,HT319436,05/28/2011 08:53:00 PM,009XX E 53RD ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,2131,002,4,41,04A,1183345,1870332,2011,02/04/2016 06:33:39 AM,41.799385032,-87.603153386,"(41.799385032, -87.603153386)"
7948966,HT181513,02/27/2011 08:30:00 PM,013XX E HYDE PARK BLVD,0330,ROBBERY,AGGRAVATED,SIDEWALK,true,false,2124,002,4,39,03,1185820,1871451,2011,02/10/2018 03:50:01 PM,41.8023976,-87.594041765,"(41.8023976, -87.594041765)"
8089832,HT323379,05/31/2011 03:13:00 PM,013XX E 62ND ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,0314,003,20,42,04A,1186336,1864160,2011,02/04/2016 06:33:39 AM,41.782378334,-87.592379859,"(41.782378334, -87.592379859)"
7978613,HT210988,03/19/2011 06:54:00 PM,012XX E 56TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2133,002,5,41,03,1185365,1868124,2011,02/10/2018 03:50:01 PM,41.793278782,-87.595815105,"(41.793278782, -87.595815105)"
8105758,HT340167,06/10/2011 11:15:00 AM,015XX E HYDE PARK BLVD,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2132,002,4,41,08A,1187397,1871491,2011,02/10/2018 03:50:01 PM,41.802469997,-87.588257052,"(41.802469997, -87.588257052)"
8118134,HT352783,06/17/2011 08:45:00 PM,050XX S DREXEL BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2124,002,4,39,03,1183034,1871880,2011,02/10/2018 03:50:01 PM,41.803640113,-87.604245735,"(41.803640113, -87.604245735)"
8068272,HT299969,05/17/2011 10:59:00 AM,057XX S UNIVERSITY AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,true,false,2133,002,5,41,03,1184760,1867259,2011,02/04/2016 06:33:39 AM,41.790919372,-87.59806068,"(41.790919372, -87.59806068)"
7986575,HT218252,03/24/2011 07:20:00 PM,014XX E 53RD ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2131,002,4,41,08B,1186585,1870408,2011,02/10/2018 03:50:01 PM,41.799517442,-87.591269249,"(41.799517442, -87.591269249)"
8059751,HT291362,05/11/2011 08:30:00 PM,054XX S ELLIS AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2131,002,4,41,08B,1183866,1869676,2011,02/10/2018 03:50:01 PM,41.797572754,-87.601263259,"(41.797572754, -87.601263259)"
7998362,HT222341,03/27/2011 06:35:00 PM,061XX S LAKE SHORE DR,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0331,003,5,42,08B,1190661,1864689,2011,02/10/2018 03:50:01 PM,41.783726585,-87.576506385,"(41.783726585, -87.576506385)"
7910821,HT140415,01/28/2011 11:30:00 PM,061XX S DREXEL AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0313,003,20,42,03,1183066,1864341,2011,02/04/2016 06:33:39 AM,41.782951712,-87.604362828,"(41.782951712, -87.604362828)"
8078640,HT311228,05/23/2011 09:30:00 PM,060XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0313,003,20,42,08B,1182603,1865183,2011,02/10/2018 03:50:01 PM,41.785272995,-87.606034201,"(41.785272995, -87.606034201)"
8076292,HT309194,05/22/2011 09:17:00 PM,061XX S COTTAGE GROVE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0313,003,20,42,04B,1182619,1864520,2011,02/04/2016 06:33:39 AM,41.783453292,-87.605996101,"(41.783453292, -87.605996101)"
8058775,HT290244,05/11/2011 10:00:00 AM,015XX E 55TH ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2132,002,4,41,08B,1187447,1868839,2011,02/10/2018 03:50:01 PM,41.795191528,-87.588157998,"(41.795191528, -87.588157998)"
7971697,HT203815,03/15/2011 10:44:00 AM,057XX S KENWOOD AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2133,002,5,41,03,1186086,1867180,2011,02/10/2018 03:50:01 PM,41.790671368,-87.593201105,"(41.790671368, -87.593201105)"
8095173,HT328939,06/03/2011 04:44:00 PM,061XX S COTTAGE GROVE AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,true,false,0313,003,20,42,04B,1182617,1864574,2011,02/10/2018 03:50:01 PM,41.783601519,-87.606001759,"(41.783601519, -87.606001759)"
8058862,HT290369,05/11/2011 11:30:00 AM,016XX E 55TH ST,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2132,002,5,41,08A,1187898,1868845,2011,02/10/2018 03:50:01 PM,41.795197252,-87.58650401,"(41.795197252, -87.58650401)"
8096705,HT327976,06/03/2011 04:00:00 AM,015XX E 57TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2132,002,5,41,03,1187493,1867511,2011,02/10/2018 03:50:01 PM,41.791546302,-87.588031536,"(41.791546302, -87.588031536)"
8074886,HT307382,05/21/2011 05:38:00 PM,051XX S HARPER AVE,0560,ASSAULT,SIMPLE,STREET,false,false,2132,002,4,41,08A,1187157,1871298,2011,02/04/2016 06:33:39 AM,41.801946097,-87.58914335,"(41.801946097, -87.58914335)"
7990456,HT222387,03/27/2011 07:00:00 PM,061XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,ALLEY,false,false,0313,003,20,42,08A,1182620,1864472,2011,02/10/2018 03:50:01 PM,41.783321552,-87.605993923,"(41.783321552, -87.605993923)"
8084694,HT317151,05/27/2011 12:54:00 PM,054XX S RIDGEWOOD CT,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2131,002,4,41,03,1186229,1869604,2011,02/04/2016 06:33:39 AM,41.797319632,-87.592600182,"(41.797319632, -87.592600182)"
8109012,HT344226,06/12/2011 09:45:00 PM,058XX S MARYLAND AVE,0460,BATTERY,SIMPLE,STREET,true,false,2133,002,5,41,08B,1182885,1866522,2011,02/10/2018 03:50:01 PM,41.788940779,-87.604958685,"(41.788940779, -87.604958685)"
7913596,HT143728,01/31/2011 02:45:00 PM,054XX S LAKE PARK AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2132,002,4,41,08B,1187681,1869525,2011,02/04/2016 06:33:39 AM,41.797068393,-87.587278098,"(41.797068393, -87.587278098)"
8049814,HT281355,05/05/2011 05:45:00 PM,050XX S DREXEL BLVD,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2124,002,4,39,08B,1183168,1871743,2011,02/10/2018 03:50:01 PM,41.803261053,-87.603758561,"(41.803261053, -87.603758561)"
8090445,HT324330,06/01/2011 02:22:00 AM,056XX S LAKE SHORE DR,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0331,003,5,41,03,1189622,1867711,2011,02/04/2016 06:33:39 AM,41.792044204,-87.580218614,"(41.792044204, -87.580218614)"
8042474,HT274509,04/29/2011 04:00:00 PM,061XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0313,003,20,42,08B,1182620,1864459,2011,02/10/2018 03:50:01 PM,41.783285879,-87.605994327,"(41.783285879, -87.605994327)"
8009032,HT239099,04/07/2011 06:45:00 PM,016XX E 53RD ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2132,002,5,41,08B,1187991,1870444,2011,02/10/2018 03:50:01 PM,41.799582805,-87.586112014,"(41.799582805, -87.586112014)"
8105782,HT340136,06/10/2011 11:00:00 AM,055XX S LAKE SHORE DR SB,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,2132,002,5,41,04A,1189847,1868716,2011,02/10/2018 03:50:01 PM,41.794796582,-87.579361271,"(41.794796582, -87.579361271)"
8275518,HT509283,09/22/2011 05:00:00 PM,050XX S BLACKSTONE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2132,002,4,39,08B,1186774,1871922,2011,02/10/2018 03:50:01 PM,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
8273189,HT505482,09/18/2011 10:30:00 PM,060XX S STONY ISLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0314,003,5,42,03,1187908,1865335,2011,02/10/2018 03:50:01 PM,41.78556531,-87.586579138,"(41.78556531, -87.586579138)"
8192542,HT426857,08/01/2011 05:10:00 PM,052XX S BLACKSTONE AVE,0460,BATTERY,SIMPLE,STREET,true,false,2131,002,4,41,08B,1186803,1870721,2011,02/10/2018 03:50:01 PM,41.80037117,-87.590459878,"(41.80037117, -87.590459878)"
8159033,HT393979,07/12/2011 07:25:00 PM,058XX S MARYLAND AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,2133,002,5,41,08A,1182885,1866522,2011,02/10/2018 03:50:01 PM,41.788940779,-87.604958685,"(41.788940779, -87.604958685)"
8189987,HT424250,07/31/2011 02:40:00 AM,013XX E 55TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2131,002,4,41,03,1186245,1868802,2011,02/10/2018 03:50:01 PM,41.795118504,-87.592566852,"(41.795118504, -87.592566852)"
8300272,HT534407,10/09/2011 06:30:00 AM,014XX E 55TH ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2131,002,4,41,08B,1186586,1868948,2011,02/04/2016 06:33:39 AM,41.795511069,-87.591311799,"(41.795511069, -87.591311799)"
8267045,HT481790,09/04/2011 11:47:00 PM,011XX E 54TH PL,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,false,false,2131,002,4,41,03,1184921,1869305,2011,02/10/2018 03:50:01 PM,41.796529981,-87.597406115,"(41.796529981, -87.597406115)"
8222920,HT456686,08/20/2011 02:25:00 AM,055XX S CORNELL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2132,002,5,41,03,1188203,1868607,2011,02/10/2018 03:50:01 PM,41.794536887,-87.585393182,"(41.794536887, -87.585393182)"
8167065,HT402371,07/17/2011 08:03:00 PM,054XX S LAKE SHORE DR NB,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,2132,002,5,41,04A,1189631,1869691,2011,02/10/2018 03:50:01 PM,41.797477245,-87.580122,"(41.797477245, -87.580122)"
8247503,HT481625,09/04/2011 08:30:00 PM,013XX E 62ND ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),false,false,0314,003,20,42,03,1186296,1864159,2011,02/10/2018 03:50:01 PM,41.782376536,-87.59252654,"(41.782376536, -87.59252654)"
8164283,HT388735,07/09/2011 05:57:00 PM,014XX E 56TH ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,2133,002,5,41,03,1186698,1868156,2011,02/10/2018 03:50:01 PM,41.793335107,-87.590926179,"(41.793335107, -87.590926179)"
8181008,HT415966,07/26/2011 05:09:00 AM,052XX S HYDE PARK BLVD,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,PARK PROPERTY,false,false,2132,002,4,41,03,1188419,1870927,2011,02/10/2018 03:50:01 PM,41.800897971,-87.58452702,"(41.800897971, -87.58452702)"
8217457,HT451725,08/16/2011 09:45:00 PM,013XX E 54TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2131,002,4,41,03,1186052,1869861,2011,02/10/2018 03:50:01 PM,41.798029043,-87.593241141,"(41.798029043, -87.593241141)"
8190990,HT425520,07/31/2011 10:30:00 PM,012XX E 54TH ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2131,002,4,41,03,1185266,1869842,2011,02/10/2018 03:50:01 PM,41.797995439,-87.596124098,"(41.797995439, -87.596124098)"
8241446,HT474805,08/31/2011 02:05:00 PM,015XX E 60TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,true,false,0314,003,5,42,03,1187452,1865535,2011,02/10/2018 03:50:01 PM,41.786124981,-87.588244665,"(41.786124981, -87.588244665)"
8243757,HT477188,09/01/2011 09:30:00 PM,052XX S DREXEL AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2131,002,5,41,08B,1183129,1870626,2011,02/10/2018 03:50:01 PM,41.800196824,-87.603936354,"(41.800196824, -87.603936354)"
8194915,HT429069,08/03/2011 01:25:00 AM,054XX S DREXEL AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2131,002,5,41,03,1183152,1869693,2011,02/10/2018 03:50:01 PM,41.79763606,-87.603881043,"(41.79763606, -87.603881043)"
8334388,HT568402,10/31/2011 04:00:00 PM,010XX E 62ND ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0314,003,20,42,03,1184107,1864110,2011,02/10/2018 03:50:01 PM,41.782293547,-87.600553458,"(41.782293547, -87.600553458)"
8181141,HT415958,07/26/2011 02:55:00 AM,052XX S BLACKSTONE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2132,002,4,41,03,1186802,1870765,2011,02/10/2018 03:50:01 PM,41.800491933,-87.590462151,"(41.800491933, -87.590462151)"
8301232,HT535510,10/09/2011 11:20:00 PM,057XX S DORCHESTER AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,2133,002,5,41,03,1186525,1867317,2011,02/10/2018 03:50:01 PM,41.791036924,-87.591587089,"(41.791036924, -87.591587089)"
8212901,HT447302,08/14/2011 08:05:00 AM,014XX E 57TH ST,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,2133,002,5,41,03,1186716,1867490,2011,02/10/2018 03:50:01 PM,41.791507125,-87.590881266,"(41.791507125, -87.590881266)"
8157292,HT392360,07/11/2011 08:55:00 PM,055XX S LAKE PARK AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2132,002,5,41,08A,1187594,1868671,2011,02/10/2018 03:50:01 PM,41.794727026,-87.587624299,"(41.794727026, -87.587624299)"
8184541,HT418697,07/27/2011 06:32:00 PM,054XX S SHORE DR,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2132,002,5,41,03,1189221,1869703,2011,02/10/2018 03:50:01 PM,41.797520022,-87.581625119,"(41.797520022, -87.581625119)"
8263020,HT496529,09/14/2011 11:00:00 AM,055XX S HYDE PARK BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,false,false,2132,002,5,41,03,1188598,1868697,2011,02/10/2018 03:50:01 PM,41.794774413,-87.583941873,"(41.794774413, -87.583941873)"
8153944,HT388510,07/09/2011 04:00:00 PM,055XX S HARPER AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2132,002,5,41,03,1187375,1868673,2011,02/10/2018 03:50:01 PM,41.794737724,-87.588427293,"(41.794737724, -87.588427293)"
8275510,HT509474,09/22/2011 03:30:00 PM,052XX S DREXEL AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2131,002,5,41,08B,1183134,1870439,2011,02/10/2018 03:50:01 PM,41.799683564,-87.603923837,"(41.799683564, -87.603923837)"
8200151,HT432930,08/04/2011 06:30:00 PM,015XX E 53RD ST,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2132,002,4,41,08A,1187568,1870432,2011,02/10/2018 03:50:01 PM,41.799559956,-87.587663624,"(41.799559956, -87.587663624)"
8243629,HT477154,09/01/2011 10:27:00 PM,062XX S LAKE SHORE DR,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,0331,003,5,42,08A,1190980,1864034,2011,02/10/2018 03:50:01 PM,41.781921507,-87.575358007,"(41.781921507, -87.575358007)"
8277064,HT511185,09/23/2011 07:51:00 PM,011XX E 61ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,2133,002,20,42,03,1184948,1864795,2011,02/10/2018 03:50:01 PM,41.784153537,-87.597448666,"(41.784153537, -87.597448666)"
8279634,HT514475,09/26/2011 07:55:00 AM,050XX S LAKE SHORE DR W,0560,ASSAULT,SIMPLE,STREET,false,false,2132,002,4,39,08A,1188636,1871970,2011,02/10/2018 03:50:01 PM,41.803754843,-87.583697861,"(41.803754843, -87.583697861)"
8150595,HT381609,07/05/2011 03:55:00 PM,052XX S DREXEL AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2131,002,5,41,03,1183138,1870244,2011,02/10/2018 03:50:01 PM,41.799148375,-87.603915236,"(41.799148375, -87.603915236)"
8324102,HT558443,10/25/2011 08:00:00 AM,061XX S INGLESIDE AVE,0330,ROBBERY,AGGRAVATED,STREET,false,false,0313,003,20,42,03,1183502,1864553,2011,02/10/2018 03:50:01 PM,41.783523305,-87.60275773,"(41.783523305, -87.60275773)"
8232293,HT466149,08/25/2011 11:30:00 PM,011XX E 61ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2133,002,20,42,03,1184971,1864796,2011,02/10/2018 03:50:01 PM,41.784155741,-87.597364309,"(41.784155741, -87.597364309)"
8231888,HT460696,08/22/2011 05:45:00 PM,053XX S MARYLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2131,002,5,41,03,1182812,1869887,2011,02/10/2018 03:50:01 PM,41.798176322,-87.605121833,"(41.798176322, -87.605121833)"
8235137,HT469502,08/28/2011 03:36:00 AM,008XX E HYDE PARK BLVD,0460,BATTERY,SIMPLE,STREET,false,false,2124,002,4,39,08B,1182659,1871377,2011,02/10/2018 03:50:01 PM,41.80226856,-87.605636648,"(41.80226856, -87.605636648)"
8226833,HT461240,08/22/2011 09:15:00 PM,009XX E 54TH PL,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2131,002,5,41,03,1183634,1869274,2011,02/10/2018 03:50:01 PM,41.796475052,-87.602126567,"(41.796475052, -87.602126567)"
8162879,HT380599,07/05/2011 02:35:00 AM,010XX E 54TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,2131,002,5,41,04A,1184008,1869811,2011,02/10/2018 03:50:01 PM,41.797939886,-87.600738311,"(41.797939886, -87.600738311)"
8157266,HT392342,07/11/2011 08:11:00 PM,061XX S INGLESIDE AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,true,false,0313,003,20,42,08A,1183505,1864439,2011,02/10/2018 03:50:01 PM,41.783210409,-87.602750282,"(41.783210409, -87.602750282)"
8145181,HT379870,07/04/2011 04:35:00 PM,061XX S KENWOOD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0314,003,20,42,03,1186130,1864534,2011,02/10/2018 03:50:01 PM,41.78340949,-87.593123298,"(41.78340949, -87.593123298)"
8302398,HT536963,10/10/2011 08:00:00 PM,061XX S COTTAGE GROVE AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,PARK PROPERTY,false,false,0313,003,20,42,04B,1182617,1864574,2011,02/10/2018 03:50:01 PM,41.783601519,-87.606001759,"(41.783601519, -87.606001759)"
8149368,HT382251,07/05/2011 10:20:00 PM,050XX S DREXEL BLVD,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2124,002,4,39,08A,1183167,1871770,2011,02/10/2018 03:50:01 PM,41.803335167,-87.603761388,"(41.803335167, -87.603761388)"
8158690,HT393636,07/12/2011 04:28:00 PM,061XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0313,003,20,42,08B,1182617,1864574,2011,02/10/2018 03:50:01 PM,41.783601519,-87.606001759,"(41.783601519, -87.606001759)"
8266937,HT497330,09/14/2011 09:40:00 PM,061XX S DREXEL AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0313,003,20,42,03,1183066,1864341,2011,02/10/2018 03:50:01 PM,41.782951712,-87.604362828,"(41.782951712, -87.604362828)"
