ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9003603,HW150809,02/09/2013 09:15:00 PM,052XX S DREXEL AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0233,002,4,41,08A,1183130,1870572,2013,02/10/2018 03:50:01 PM,41.80004862,-87.603934367,"(41.80004862, -87.603934367)"
4960,HR248324,04/02/2009 05:42:00 PM,061XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0313,003,20,42,01A,1182619,1864520,2009,09/19/2022 03:41:05 PM,41.783453292,-87.605996101,"(41.783453292, -87.605996101)"
20636,HV490775,09/25/2012 10:45:00 AM,061XX S WOODLAWN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0314,003,20,42,01A,1185273,1864474,2012,09/19/2022 03:41:05 PM,41.783265047,-87.596267196,"(41.783265047, -87.596267196)"
19545,HS463086,08/15/2010 01:23:00 AM,060XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0313,003,20,42,01A,1182606,1865041,2010,09/19/2022 03:41:05 PM,41.784883265,-87.606027606,"(41.784883265, -87.606027606)"
19892,HT322177,05/31/2011 01:58:00 PM,057XX S LAKE SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,0331,003,5,41,01A,1189729,1867390,2011,09/19/2022 03:41:05 PM,41.791160785,-87.579836586,"(41.791160785, -87.579836586)"
19855,HT272658,04/30/2011 02:44:00 AM,050XX S DREXEL BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2124,002,4,39,01A,1183167,1871770,2011,09/19/2022 03:41:05 PM,41.803335167,-87.603761388,"(41.803335167, -87.603761388)"
6702181,HR116965,01/11/2009 09:10:00 PM,055XX S GREENWOOD AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,2133,002,5,41,04A,1184282,1868589,2009,02/04/2016 06:33:39 AM,41.794580207,-87.59977176,"(41.794580207, -87.59977176)"
6780196,HR195680,03/02/2009 05:30:00 PM,060XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,0313,003,20,42,08B,1182603,1865142,2009,02/28/2018 03:56:25 PM,41.785160487,-87.606035473,"(41.785160487, -87.606035473)"
6779983,HR195062,02/27/2009 02:30:00 PM,016XX E 50TH PL,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2132,002,4,39,08B,1187995,1871840,2009,02/28/2018 03:56:25 PM,41.803413431,-87.586052837,"(41.803413431, -87.586052837)"
6772179,HR187612,02/25/2009 11:30:00 AM,050XX S LAKE PARK AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2132,002,4,39,08B,1187358,1871995,2009,02/28/2018 03:56:25 PM,41.803853936,-87.58838406,"(41.803853936, -87.58838406)"
6751007,HR164792,02/11/2009 09:20:00 AM,054XX S DORCHESTER AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2131,002,4,41,03,1186469,1869468,2009,02/28/2018 03:56:25 PM,41.796940759,-87.591724385,"(41.796940759, -87.591724385)"
6727279,HR144186,01/28/2009 10:20:00 PM,054XX S KENWOOD AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2131,002,4,41,03,1186005,1869416,2009,02/28/2018 03:56:25 PM,41.796809039,-87.593427542,"(41.796809039, -87.593427542)"
6741712,HR159247,02/07/2009 08:04:00 PM,054XX S HYDE PARK BLVD,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,SIDEWALK,true,false,2132,002,5,41,03,1188576,1869551,2009,02/28/2018 03:56:25 PM,41.797118376,-87.583995248,"(41.797118376, -87.583995248)"
6722610,HR140334,01/27/2009 05:33:00 AM,053XX S LAKE PARK AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2132,002,4,41,08B,1187679,1870235,2009,02/28/2018 03:56:25 PM,41.799016731,-87.587262835,"(41.799016731, -87.587262835)"
6753625,HR171221,02/15/2009 06:05:00 AM,016XX E 55TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2132,002,5,41,03,1188331,1868855,2009,02/04/2016 06:33:39 AM,41.79521436,-87.584915899,"(41.79521436, -87.584915899)"
6741478,HR157078,02/06/2009 04:20:00 PM,054XX S DORCHESTER AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2131,002,4,41,03,1186464,1869650,2009,02/28/2018 03:56:25 PM,41.797440299,-87.591736962,"(41.797440299, -87.591736962)"
6818254,HR227048,03/21/2009 12:50:00 AM,054XX S CORNELL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2132,002,5,41,03,1188189,1869070,2009,02/28/2018 03:56:25 PM,41.795807726,-87.585429748,"(41.795807726, -87.585429748)"
6769703,HR181878,02/21/2009 12:15:00 PM,014XX E 53RD ST,0560,ASSAULT,SIMPLE,STREET,false,false,2131,002,4,41,08A,1186536,1870407,2009,02/04/2016 06:33:39 AM,41.799515859,-87.591448973,"(41.799515859, -87.591448973)"
6765452,HR183037,02/22/2009 12:50:00 PM,054XX S RIDGEWOOD CT,0560,ASSAULT,SIMPLE,STREET,false,false,2131,002,4,41,08A,1186231,1869525,2009,02/28/2018 03:56:25 PM,41.797102802,-87.592595344,"(41.797102802, -87.592595344)"
6764585,HR176812,02/18/2009 04:00:00 PM,062XX S DORCHESTER AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,true,false,0314,003,20,42,03,1186607,1864083,2009,02/04/2016 06:33:39 AM,41.782160628,-87.591388746,"(41.782160628, -87.591388746)"
6745591,HR162934,02/09/2009 02:50:00 PM,061XX S DREXEL AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0313,003,20,42,08A,1183059,1864682,2009,02/28/2018 03:56:25 PM,41.78388761,-87.604377893,"(41.78388761, -87.604377893)"
6803455,HR213486,03/13/2009 11:05:00 AM,051XX S BLACKSTONE AVE,0460,BATTERY,SIMPLE,STREET,true,false,2124,002,4,41,08B,1186787,1871342,2009,02/28/2018 03:56:25 PM,41.802075618,-87.590498872,"(41.802075618, -87.590498872)"
6700768,HR115630,01/10/2009 08:21:00 PM,061XX S COTTAGE GROVE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,0313,003,20,42,04A,1182617,1864574,2009,02/28/2018 03:56:25 PM,41.783601519,-87.606001759,"(41.783601519, -87.606001759)"
6722796,HR134054,01/22/2009 08:00:00 PM,054XX S WOODLAWN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2131,002,4,41,03,1185136,1869706,2009,02/04/2016 06:33:39 AM,41.797625303,-87.596605099,"(41.797625303, -87.596605099)"
6784603,HR194171,03/01/2009 03:45:00 PM,008XX E HYDE PARK BLVD,031A,ROBBERY,ARMED: HANDGUN,STREET,true,false,2124,002,4,39,03,1182779,1871380,2009,02/04/2016 06:33:39 AM,41.802274004,-87.60519647,"(41.802274004, -87.60519647)"
6764711,HR182262,02/21/2009 08:05:00 PM,058XX S BLACKSTONE AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,true,false,2133,002,5,41,03,1186911,1866560,2009,02/04/2016 06:33:39 AM,41.78895051,-87.590195727,"(41.78895051, -87.590195727)"
6812011,HR221609,03/18/2009 12:42:00 AM,054XX S BLACKSTONE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2132,002,5,41,03,1186847,1869024,2009,02/04/2016 06:33:39 AM,41.795713433,-87.590352309,"(41.795713433, -87.590352309)"
6813382,HR221223,03/17/2009 05:30:00 PM,056XX S MARYLAND AVE,0460,BATTERY,SIMPLE,STREET,false,false,2133,002,5,41,08B,1182870,1867897,2009,02/28/2018 03:56:25 PM,41.792714246,-87.604970971,"(41.792714246, -87.604970971)"
6789903,HR201809,03/06/2009 03:30:00 PM,014XX E HYDE PARK BLVD,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,SIDEWALK,false,false,2124,002,4,39,08A,1186692,1871472,2009,02/28/2018 03:56:25 PM,41.8024346,-87.590843152,"(41.8024346, -87.590843152)"
6752669,HR169424,02/14/2009 01:20:00 AM,054XX S DORCHESTER AVE,0460,BATTERY,SIMPLE,STREET,false,false,2131,002,4,41,08B,1186475,1869234,2009,02/28/2018 03:56:25 PM,41.796298503,-87.591709786,"(41.796298503, -87.591709786)"
6700158,HR114046,01/09/2009 06:13:00 PM,053XX S UNIVERSITY AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,true,false,2131,002,4,41,03,1184706,1870159,2009,02/28/2018 03:56:25 PM,41.798878473,-87.598167746,"(41.798878473, -87.598167746)"
6812034,HR221702,03/18/2009 02:15:00 AM,014XX E 55TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2131,002,5,41,03,1186954,1868956,2009,02/28/2018 03:56:25 PM,41.795524297,-87.589962098,"(41.795524297, -87.589962098)"
6784709,HR198641,03/04/2009 02:50:00 PM,051XX S CORNELL AVE,0460,BATTERY,SIMPLE,STREET,false,false,2132,002,4,41,08B,1187876,1871374,2009,02/28/2018 03:56:25 PM,41.802137533,-87.58650411,"(41.802137533, -87.58650411)"
6707931,HR120661,01/14/2009 11:00:00 AM,061XX S COTTAGE GROVE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0313,003,20,42,03,1182619,1864499,2009,02/28/2018 03:56:25 PM,41.783395666,-87.605996752,"(41.783395666, -87.605996752)"
6787400,HR200264,03/05/2009 06:44:00 PM,055XX S DORCHESTER AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2133,002,5,41,03,1186496,1868434,2009,02/28/2018 03:56:25 PM,41.794102745,-87.591658089,"(41.794102745, -87.591658089)"
6748609,HR165182,02/11/2009 01:20:00 PM,061XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,false,false,0313,003,20,42,08A,1182619,1864486,2009,02/28/2018 03:56:25 PM,41.783359993,-87.605997156,"(41.783359993, -87.605997156)"
6690073,HR104815,01/04/2009 12:47:00 AM,015XX E 61ST ST,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,0314,003,5,42,03,1187374,1864694,2009,02/28/2018 03:56:25 PM,41.783819065,-87.588557357,"(41.783819065, -87.588557357)"
6695610,HR107580,01/03/2009 08:00:00 PM,052XX S DREXEL AVE,0560,ASSAULT,SIMPLE,STREET,false,false,2131,002,5,41,08A,1183129,1870613,2009,02/28/2018 03:56:25 PM,41.800161151,-87.603936759,"(41.800161151, -87.603936759)"
6803595,HR214008,03/13/2009 05:30:00 PM,013XX E 62ND ST,0460,BATTERY,SIMPLE,STREET,true,false,0314,003,20,42,08B,1186336,1864160,2009,02/04/2016 06:33:39 AM,41.782378334,-87.592379859,"(41.782378334, -87.592379859)"
6770775,HR186803,02/24/2009 08:55:00 PM,012XX E HYDE PARK BLVD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2124,002,4,39,03,1185262,1871437,2009,02/28/2018 03:56:25 PM,41.802372335,-87.596088599,"(41.802372335, -87.596088599)"
6773047,HR179439,02/19/2009 08:30:00 PM,057XX S LAKE SHORE DR,0460,BATTERY,SIMPLE,STREET,true,false,0331,003,5,41,08B,1189729,1867390,2009,02/28/2018 03:56:25 PM,41.791160785,-87.579836586,"(41.791160785, -87.579836586)"
6717604,HR134032,01/22/2009 08:00:00 PM,054XX S WOODLAWN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2131,002,4,41,03,1185136,1869706,2009,02/28/2018 03:56:25 PM,41.797625303,-87.596605099,"(41.797625303, -87.596605099)"
6726056,HR143091,01/28/2009 05:45:00 PM,060XX S DORCHESTER AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,2133,002,20,42,03,1186575,1865345,2009,02/28/2018 03:56:25 PM,41.785624416,-87.591466145,"(41.785624416, -87.591466145)"
6741525,HR157271,02/06/2009 05:45:00 PM,052XX S KENWOOD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2131,002,4,41,03,1186020,1870781,2009,02/28/2018 03:56:25 PM,41.800554348,-87.593329445,"(41.800554348, -87.593329445)"
6697549,HR110058,01/07/2009 12:15:00 PM,014XX E 55TH ST,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,2131,002,5,41,08A,1186994,1868957,2009,02/28/2018 03:56:25 PM,41.795526092,-87.589815387,"(41.795526092, -87.589815387)"
6823279,HR226124,03/20/2009 02:50:00 PM,009XX E 54TH ST,0560,ASSAULT,SIMPLE,STREET,false,false,2131,002,4,41,08A,1183580,1869801,2009,02/28/2018 03:56:25 PM,41.797922443,-87.602308153,"(41.797922443, -87.602308153)"
6817822,HR226484,03/20/2009 01:15:00 PM,057XX S LAKE SHORE DR,0560,ASSAULT,SIMPLE,PARK PROPERTY,false,false,0331,003,5,41,08A,1189729,1867390,2009,02/28/2018 03:56:25 PM,41.791160785,-87.579836586,"(41.791160785, -87.579836586)"
6810583,HR219281,03/16/2009 06:59:00 PM,061XX S DREXEL AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0313,003,20,42,03,1183066,1864341,2009,02/04/2016 06:33:39 AM,41.782951712,-87.604362828,"(41.782951712, -87.604362828)"
6747399,HR164401,02/10/2009 11:50:00 PM,061XX S COTTAGE GROVE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0313,003,20,42,04A,1182620,1864465,2009,02/04/2016 06:33:39 AM,41.783302344,-87.605994141,"(41.783302344, -87.605994141)"
6829340,HR237375,03/26/2009 10:10:00 PM,058XX S LAKE SHORE DR,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,false,false,0331,003,5,41,02,1190115,1866840,2009,02/28/2018 03:56:25 PM,41.789642254,-87.578438941,"(41.789642254, -87.578438941)"
6751488,HR167563,02/12/2009 09:15:00 PM,052XX S BLACKSTONE AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,2132,002,4,41,03,1186802,1870748,2009,02/04/2016 06:33:39 AM,41.800445284,-87.590462689,"(41.800445284, -87.590462689)"
6699276,HR108820,01/06/2009 04:00:00 PM,051XX S LAKE PARK AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2132,002,4,41,08B,1187566,1871207,2009,02/28/2018 03:56:25 PM,41.801686659,-87.587646303,"(41.801686659, -87.587646303)"
6747078,HR161990,02/09/2009 04:18:00 PM,054XX S LAKE PARK AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,PARKING LOT/GARAGE(NON.RESID.),true,false,2132,002,4,41,03,1187671,1869362,2009,02/28/2018 03:56:25 PM,41.796621347,-87.587319956,"(41.796621347, -87.587319956)"
6773239,HR188307,02/25/2009 07:15:00 PM,054XX S KENWOOD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2131,002,4,41,03,1186011,1869178,2009,02/04/2016 06:33:39 AM,41.796155807,-87.593413052,"(41.796155807, -87.593413052)"
6747087,HR164158,02/10/2009 08:38:00 PM,056XX S DORCHESTER AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2133,002,5,41,03,1186508,1867971,2009,02/28/2018 03:56:25 PM,41.792831954,-87.591628734,"(41.792831954, -87.591628734)"
6699342,HR113712,01/08/2009 02:15:00 PM,060XX S ELLIS AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2133,002,20,42,08A,1183926,1865268,2009,02/28/2018 03:56:25 PM,41.785475431,-87.601180896,"(41.785475431, -87.601180896)"
6790524,HR203352,03/07/2009 11:55:00 AM,013XX E 53RD ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,2131,002,4,41,04A,1185858,1870390,2009,02/10/2018 03:50:01 PM,41.79948524,-87.593935876,"(41.79948524, -87.593935876)"
6818625,HR227098,03/21/2009 02:00:00 AM,053XX S HARPER AVE,0460,BATTERY,SIMPLE,STREET,false,false,2132,002,4,41,08B,1187183,1870246,2009,02/28/2018 03:56:25 PM,41.799058715,-87.589081404,"(41.799058715, -87.589081404)"
6784966,HR198920,03/04/2009 06:20:00 PM,009XX E 62ND ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,0313,003,20,42,03,1183127,1864097,2009,02/28/2018 03:56:25 PM,41.782280735,-87.604146772,"(41.782280735, -87.604146772)"
6716985,HR133527,01/21/2009 05:00:00 PM,060XX S COTTAGE GROVE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0313,003,20,42,03,1182603,1865183,2009,02/28/2018 03:56:25 PM,41.785272995,-87.606034201,"(41.785272995, -87.606034201)"
6751362,HR167762,02/13/2009 12:27:00 AM,015XX E 62ND ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0314,003,5,42,03,1187693,1864362,2009,02/28/2018 03:56:25 PM,41.782900443,-87.587398364,"(41.782900443, -87.587398364)"
6711372,HR126114,01/17/2009 05:00:00 PM,011XX E 55TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2133,002,5,41,03,1184798,1868766,2009,02/28/2018 03:56:25 PM,41.795053811,-87.597874071,"(41.795053811, -87.597874071)"
6803463,HR212144,03/12/2009 05:30:00 PM,052XX S BLACKSTONE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,2131,002,4,41,04B,1186800,1870814,2009,02/04/2016 06:33:39 AM,41.80062644,-87.590467932,"(41.80062644, -87.590467932)"
6748645,HR165100,02/10/2009 08:00:00 AM,050XX S WOODLAWN AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,STREET,false,false,2124,002,4,39,02,1185082,1871991,2009,02/28/2018 03:56:25 PM,41.803896788,-87.596731315,"(41.803896788, -87.596731315)"
6726059,HR143099,01/28/2009 05:55:00 PM,061XX S COTTAGE GROVE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,0313,003,20,42,04A,1182619,1864499,2009,02/28/2018 03:56:25 PM,41.783395666,-87.605996752,"(41.783395666, -87.605996752)"
6988425,HR393644,06/24/2009 11:00:00 PM,052XX S DREXEL AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,2131,002,5,41,04B,1183131,1870533,2009,02/28/2018 03:56:25 PM,41.799941578,-87.603931914,"(41.799941578, -87.603931914)"
6835332,HR240664,03/28/2009 10:00:21 PM,061XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,0313,003,20,42,08B,1182620,1864472,2009,02/28/2018 03:56:25 PM,41.783321552,-87.605993923,"(41.783321552, -87.605993923)"
7003757,HR085854,07/03/2009 01:00:00 AM,013XX E 54TH ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2131,002,4,41,03,1185639,1869850,2009,02/28/2018 03:56:25 PM,41.798008605,-87.59475601,"(41.798008605, -87.59475601)"
6959231,HR363311,06/07/2009 09:30:00 PM,054XX S MARYLAND AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2131,002,5,41,03,1182834,1869348,2009,02/10/2018 03:50:01 PM,41.79669675,-87.605057902,"(41.79669675, -87.605057902)"
6982228,HR387239,06/21/2009 04:00:00 PM,061XX S INGLESIDE AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0313,003,20,42,08A,1183503,1864517,2009,02/28/2018 03:56:25 PM,41.783424494,-87.602755185,"(41.783424494, -87.602755185)"
6984377,HR389684,06/21/2009 09:16:00 PM,015XX E 59TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2132,002,5,41,03,1187613,1866180,2009,02/28/2018 03:56:25 PM,41.787891081,-87.587633858,"(41.787891081, -87.587633858)"
6961398,HR365348,06/08/2009 11:45:00 PM,057XX S KIMBARK AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2133,002,5,41,03,1185641,1867299,2009,02/28/2018 03:56:25 PM,41.791008414,-87.59482904,"(41.791008414, -87.59482904)"
7049025,HR455240,07/29/2009 04:00:00 PM,015XX E 61ST ST,0560,ASSAULT,SIMPLE,STREET,false,false,0314,003,5,42,08A,1187377,1864694,2009,02/28/2018 03:56:25 PM,41.783818994,-87.588546358,"(41.783818994, -87.588546358)"
6994969,HR399403,06/28/2009 02:38:00 AM,061XX S UNIVERSITY AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,true,false,0314,003,20,42,03,1184830,1864456,2009,02/04/2016 06:33:39 AM,41.783226062,-87.597891924,"(41.783226062, -87.597891924)"
6854721,HR260416,04/09/2009 10:00:00 PM,051XX S INGLESIDE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2124,002,4,41,08A,1183414,1871166,2009,02/28/2018 03:56:25 PM,41.801671986,-87.602874357,"(41.801671986, -87.602874357)"
6925874,HR329284,05/19/2009 11:45:00 AM,051XX S HARPER AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2132,002,4,41,08A,1187157,1871277,2009,02/04/2016 06:33:39 AM,41.801888471,-87.589144017,"(41.801888471, -87.589144017)"
6906458,HR303671,05/05/2009 01:15:00 AM,061XX S DREXEL AVE,0460,BATTERY,SIMPLE,STREET,true,false,0313,003,20,42,08B,1183059,1864682,2009,02/28/2018 03:56:25 PM,41.78388761,-87.604377893,"(41.78388761, -87.604377893)"
7033959,HR440998,07/21/2009 04:00:00 PM,050XX S BLACKSTONE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2132,002,4,39,03,1186773,1871970,2009,02/04/2016 06:33:39 AM,41.803799227,-87.590530312,"(41.803799227, -87.590530312)"
6991794,HR397165,06/26/2009 08:00:00 PM,061XX S COTTAGE GROVE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,0313,003,20,42,04A,1182620,1864459,2009,02/28/2018 03:56:25 PM,41.783285879,-87.605994327,"(41.783285879, -87.605994327)"
6969624,HR374629,06/14/2009 09:07:00 AM,008XX E 55TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,false,false,2133,002,5,41,03,1182699,1868717,2009,02/04/2016 06:33:39 AM,41.79496837,-87.605572544,"(41.79496837, -87.605572544)"
6966092,HR369769,06/11/2009 02:15:00 PM,015XX E 60TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0314,003,5,42,03,1187452,1865535,2009,02/10/2018 03:50:01 PM,41.786124981,-87.588244665,"(41.786124981, -87.588244665)"
6937351,HR342130,05/26/2009 04:30:00 PM,055XX S WOODLAWN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,2133,002,5,41,03,1185165,1868610,2009,02/28/2018 03:56:25 PM,41.794617111,-87.596533202,"(41.794617111, -87.596533202)"
6980953,HR385504,06/20/2009 03:45:00 PM,012XX E 54TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2131,002,4,41,03,1185356,1869844,2009,02/10/2018 03:50:01 PM,41.797998809,-87.595793994,"(41.797998809, -87.595793994)"
6930343,HR333513,05/21/2009 02:40:00 PM,054XX S HYDE PARK BLVD,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,2132,002,5,41,03,1188576,1869551,2009,02/10/2018 03:50:01 PM,41.797118376,-87.583995248,"(41.797118376, -87.583995248)"
7038258,HR439711,07/20/2009 09:00:00 PM,061XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0314,003,5,42,08B,1187927,1864621,2009,02/10/2018 03:50:01 PM,41.783605585,-87.586532213,"(41.783605585, -87.586532213)"
6945072,HR349355,05/30/2009 03:30:00 PM,051XX S HARPER AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,2132,002,4,41,04B,1187156,1871330,2009,02/28/2018 03:56:25 PM,41.802033931,-87.589146001,"(41.802033931, -87.589146001)"
6843812,HR250460,04/03/2009 08:45:00 PM,060XX S COTTAGE GROVE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0313,003,20,42,04A,1182606,1865041,2009,02/28/2018 03:56:25 PM,41.784883265,-87.606027606,"(41.784883265, -87.606027606)"
6928200,HR331637,05/20/2009 03:20:00 PM,014XX E 52ND ST,0460,BATTERY,SIMPLE,STREET,false,false,2132,002,4,41,08B,1186900,1870950,2009,02/28/2018 03:56:25 PM,41.800997262,-87.590096893,"(41.800997262, -87.590096893)"
6835995,HR229877,03/20/2009 02:25:00 PM,053XX S LAKE PARK AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2132,002,4,41,08B,1187676,1870301,2009,02/28/2018 03:56:25 PM,41.799197912,-87.587271736,"(41.799197912, -87.587271736)"
6942990,HR348199,05/29/2009 09:45:00 PM,051XX S HYDE PARK BLVD,0460,BATTERY,SIMPLE,STREET,false,false,2132,002,4,41,08B,1188295,1871482,2009,02/28/2018 03:56:25 PM,41.802423892,-87.584964042,"(41.802423892, -87.584964042)"
6873610,HR270503,04/16/2009 07:25:00 AM,050XX S DREXEL BLVD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,2124,002,4,39,04B,1183169,1871696,2009,02/28/2018 03:56:25 PM,41.803132058,-87.603756357,"(41.803132058, -87.603756357)"
6920592,HR324579,05/16/2009 04:27:00 PM,010XX E HYDE PARK BLVD,0460,BATTERY,SIMPLE,CTA BUS,false,false,2124,002,4,39,08B,1183797,1871403,2009,02/28/2018 03:56:25 PM,41.802313393,-87.601462366,"(41.802313393, -87.601462366)"
6914762,HR316277,05/11/2009 03:05:00 PM,062XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,STREET,false,false,0314,003,5,42,08B,1187940,1864073,2009,02/28/2018 03:56:25 PM,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
7021871,HR427666,07/14/2009 12:10:00 AM,011XX E 57TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2133,002,5,41,03,1184448,1867437,2009,02/28/2018 03:56:25 PM,41.791415136,-87.599199124,"(41.791415136, -87.599199124)"
7001093,HR399251,06/27/2009 11:30:00 PM,060XX S INGLESIDE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,2133,002,20,42,03,1183488,1865095,2009,02/28/2018 03:56:25 PM,41.785010927,-87.602792175,"(41.785010927, -87.602792175)"
6959266,HR363317,06/07/2009 10:31:05 PM,053XX S INGLESIDE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2131,002,4,41,03,1183439,1870118,2009,02/28/2018 03:56:25 PM,41.798795607,-87.602815338,"(41.798795607, -87.602815338)"
6989264,HR391930,06/24/2009 02:30:00 AM,060XX S CORNELL DR,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,true,false,0331,003,5,42,02,1188335,1865316,2009,02/10/2018 03:50:01 PM,41.785502985,-87.585014189,"(41.785502985, -87.585014189)"
